run_id,hypothesis_id,n_plaquettes,n_qubits,plaquette_coupling,transverse_field,mass_gap,ground_energy,first_excited_energy,residual_norm,pauli_matrix_delta,pauli_gap_delta,mean_plaquette_z,mean_link_x,status,hamiltonian_hash
checked-in-baseline,gaugegap-0002,1,4,1,0.1,0.0572290587083,-1.07703296143,-1.01980390272,1.23636901446e-15,0,0,0.928476690885,0.371390676354,finite_system_verified,a539cbd681c3a5b63b37f5ea70ab0bf9b6ec23a9a7140dc49bbfae527181b7e5
checked-in-baseline,gaugegap-0002,1,4,1,0.4,0.606171378925,-1.88679622641,-1.28062484749,1.45392596337e-15,0,0,0.529998940003,0.847998304005,finite_system_verified,0b0abad6ecaf566b520debf4f70ec6f221b85d36a37a0b09eed8959abb131e9b
checked-in-baseline,gaugegap-0002,1,4,1,0.7,1.25274869606,-2.97321374946,-1.72046505341,2.15304832264e-15,0,0,0.336336396998,0.941741911595,finite_system_verified,9a1654b74f0561a19deaed649d9c25309cdeee6024912bc7f4f89fd5849f1e83
checked-in-baseline,gaugegap-0002,1,4,1,1,1.88703764812,-4.12310562562,-2.2360679775,2.74429525644e-15,0,0,0.242535625036,0.970142500145,finite_system_verified,0da7c5f8f611c3edddcf3f4d9be677b3a80c3856043bf32a5b30e67a86f1501a
checked-in-baseline,gaugegap-0002,2,7,1,0.1,0.0165023001884,-2.09905147188,-2.08254917169,2.17264956803e-15,0,0,0.948739592821,0.287960408913,finite_system_verified,f561ef05f7be2f2b6aa103c4d0b99c8533ce87ad9088e3e2bcdef75118bc340d
checked-in-baseline,gaugegap-0002,2,7,1,0.4,0.464712305198,-3.38575380864,-2.92104150344,3.69654227721e-15,0,0,0.548816909016,0.817185710931,finite_system_verified,479b589b9692a795ba183522af2b4b52d7168e276af6b161064a83b6eca6391c
checked-in-baseline,gaugegap-0002,2,7,1,0.7,1.12514067291,-5.24958882593,-4.12444815301,6.72326900895e-15,0,0,0.342105702138,0.931709677888,finite_system_verified,87cbdbd00488ed6eef3c3eadc37e658bad3ca4d9326b4296801b2a74468f6baa
checked-in-baseline,gaugegap-0002,2,7,1,1,1.78273767382,-7.24739923832,-5.46466156449,7.58067728192e-15,0,0,0.244805031798,0.965398453531,finite_system_verified,450891fa61ffa087e7a5bf5caa30f6e538542db30768675be44239b9f5f4ec37
